mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.8330348332722982,0.007497333253341141,0.021279573440551758,0.0005329611498308269,0.7,200,1,4,0.1,0.1,0.9,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.9}",0.5974329054842473,0.5764294049008168,0.5904317386231038,0.588098016336056,0.008731989234011493,1
0.5150376160939535,0.03186594918851869,0.0186920166015625,0.002888555655002691,0.8,100,2,4,0.1,0.2,0.9,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.9}",0.6009334889148191,0.574095682613769,0.5752625437572929,0.5834305717619603,0.012385595743361056,2
0.456528902053833,0.008754947839458417,0.014280398686726889,0.0015704225306596225,0.8,100,2,4,0.1,0.1,0.7,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.5950991831971996,0.5705950991831972,0.5834305717619603,0.5830416180474524,0.010007530400831301,3
0.894589900970459,0.016790316871336197,0.035066445668538414,0.007045971502267851,0.8,200,1,4,0.05,0.2,0.5,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.5}",0.5915985997666278,0.5612602100350058,0.5869311551925321,0.5799299883313885,0.013338333877465785,4
0.7149066925048828,0.010143945392796434,0.022520065307617188,0.001292836303316318,0.8,200,2,4,0.05,0.0,0.5,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.5}",0.588098016336056,0.5670945157526255,0.5834305717619603,0.5795410346168807,0.009004929523757433,5
0.3558348814646403,0.021343791250512566,0.016716798146565754,0.0011940907638089595,1.0,100,2,4,0.1,0.2,0.7,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.5845974329054843,0.5635939323220537,0.5787631271878646,0.5756514974718009,0.008852436154602133,6
0.7783734798431396,0.046002972093137334,0.026502132415771484,0.00983663066957709,0.7,200,1,3,0.1,0.0,0.7,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",0.5787631271878646,0.5647607934655776,0.572928821470245,0.5721509140412291,0.005742832773330742,7
0.5013183752695719,0.00984775614447429,0.012868881225585938,0.0013515447295028558,0.8,100,1,4,0.05,0.2,0.5,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.5}",0.5752625437572929,0.5495915985997666,0.5659276546091015,0.5635939323220537,0.010609242860354645,8
0.4680963357289632,0.04021537518582308,0.015288829803466797,0.0019996693972483127,0.7,100,2,4,0.05,0.0,0.9,"{'subsample': 0.7, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.574095682613769,0.5542590431738623,0.558926487747958,0.5624270711785297,0.008468121764713055,9
0.33762232462565106,0.024120776471522384,0.011280377705891928,0.0002679826478893516,0.8,100,2,3,0.1,0.2,0.5,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.5}",0.558926487747958,0.5600933488914819,0.5542590431738623,0.557759626604434,0.0025207081674087136,10
0.5245213508605957,0.028747622754092206,0.01826635996500651,0.0014479343624375885,1.0,200,1,3,0.05,0.1,0.7,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.5565927654609102,0.5472578763127188,0.5530921820303384,0.5523142746013224,0.0038504453273479787,11
0.49304922421773273,0.003357743432501929,0.013708353042602539,0.0011735205787958166,0.7,100,2,4,0.01,0.0,0.5,"{'subsample': 0.7, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.5}",0.5554259043173863,0.5239206534422404,0.5507584597432905,0.543368339167639,0.013882978061123883,12
0.5613943735758463,0.01873948585503745,0.013135274251302084,0.0017378866746916026,0.8,100,1,4,0.01,0.2,0.9,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 0.9}",0.5565927654609102,0.5250875145857643,0.5425904317386231,0.5414235705950992,0.012888402587149673,13
0.6053764820098877,0.014367372858676663,0.01682702700297038,0.0023006285534807216,0.7,200,2,2,0.05,0.1,0.9,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.9}",0.543757292882147,0.5402567094515752,0.5390898483080513,0.5410346168805912,0.001983282580160577,14
0.5140929222106934,0.0057149892182809265,0.01629924774169922,0.0048742541545971595,0.8,200,2,2,0.05,0.1,0.7,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.5344224037339557,0.5367561260210035,0.5495915985997666,0.5402567094515752,0.006669166938732858,15
0.34145887692769367,0.017867247272781297,0.010724544525146484,0.0028061144878119997,0.7,100,1,2,0.1,0.0,0.9,"{'subsample': 0.7, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.9}",0.543757292882147,0.5332555425904317,0.5379229871645275,0.5383119408790354,0.004296134195716557,16
0.31462621688842773,0.02410717609513861,0.011245489120483398,0.0013659011147547512,1.0,100,1,3,0.01,0.2,0.7,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 0.7}",0.5519253208868145,0.5064177362893816,0.5332555425904317,0.5305328665888759,0.018677879741023664,17
0.21560541788736978,0.012165165862246223,0.006954511006673177,0.0006141176773848512,1.0,100,2,2,0.05,0.1,0.9,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.9}",0.5390898483080513,0.5110851808634772,0.5215869311551925,0.5239206534422404,0.011551335982043944,18
0.5648003419240316,0.011755904759924737,0.01244664192199707,0.0012902554587771444,0.7,200,1,2,0.01,0.2,0.9,"{'subsample': 0.7, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 0.9}",0.5320886814469078,0.5029171528588098,0.5297549591598599,0.5215869311551925,0.013235861164662424,19
0.38388729095458984,0.010694768383928879,0.01014089584350586,6.432884961715718e-06,1.0,200,2,2,0.01,0.1,0.9,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 2, 'max_depth': 2, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.9}",0.5274212368728122,0.5040840140023337,0.5204200700116686,0.5173084402956049,0.009778144760775223,20
